"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","GeneName","AlsoPresentInClusters","CellTypeFlag","Summary","Reactom","GeneFamily"
"545",1.17500932942424e-36,1.324543833449,0.979,0.547,2.71145152857937e-32,"18","AFP","alpha fetoprotein","18, 8","","This gene encodes alpha-fetoprotein, a major plasma protein produced by the yolk sac and the liver during fetal life. Alpha-fetoprotein expression in adults is often associated with hepatoma or teratoma. However, hereditary persistance of alpha-fetoprotein may also be found in individuals with no obvious pathology. The protein is thought to be the fetal counterpart of serum albumin, and the alpha-fetoprotein and albumin genes are present in tandem in the same transcriptional orientation on chromosome 4. Alpha-fetoprotein is found in monomeric as well as dimeric and trimeric forms, and binds copper, nickel, fatty acids and bilirubin. The level of alpha-fetoprotein in amniotic fluid is used to measure renal loss of protein to screen for spina bifida and anencephaly. [provided by RefSeq, Jul 2008]","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation",""
"546",6.52261341437852e-33,2.13998570358406,0.694,0.333,1.50515827150199e-28,"18","SPINK1","serine peptidase inhibitor, Kazal type 1","18, 8","gastric gland zymogenic cell, pancreatic acinar cell","The protein encoded by this gene is a trypsin inhibitor, which is secreted from pancreatic acinar cells into pancreatic juice. It is thought to function in the prevention of trypsin-catalyzed premature activation of zymogens within the pancreas and the pancreatic duct. Mutations in this gene are associated with hereditary pancreatitis and tropical calcific pancreatitis. [provided by RefSeq, Oct 2008]","","Serine peptidase inhibitors, Kazal type"
"547",1.35736470095061e-30,1.52711097161499,0.963,0.566,3.13225478391364e-26,"18","APOA1","apolipoprotein A1","18, 8","megakaryocyte","This gene encodes apolipoprotein A-I, which is the major protein component of high density lipoprotein (HDL) in plasma. The encoded preproprotein is proteolytically processed to generate the mature protein, which promotes cholesterol efflux from tissues to the liver for excretion, and is a cofactor for lecithin cholesterolacyltransferase (LCAT), an enzyme responsible for the formation of most plasma cholesteryl esters. This gene is closely linked with two other apolipoprotein genes on chromosome 11. Defects in this gene are associated with HDL deficiencies, including Tangier disease, and with systemic non-neuropathic amyloidosis. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein. [provided by RefSeq, Dec 2015]","Platelet degranulation ; ABC transporters in lipid homeostasis; PPARA activates gene expression; Scavenging of heme from plasma; Scavenging by Class B Receptors; Scavenging by Class B Receptors; Scavenging by Class A Receptors; Scavenging by Class A Receptors; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Chylomicron assembly; HDL assembly; Chylomicron remodeling; HDL clearance; HDL remodeling; Retinoid metabolism and transport; Retinoid metabolism and transport; Amyloid fiber formation","Apolipoproteins"
"548",2.43512378124584e-23,1.24085147334398,0.574,0.291,5.6192916376029e-19,"18","FGB","fibrinogen beta chain","18, 8","megakaryocyte","The protein encoded by this gene is the beta component of fibrinogen, a blood-borne glycoprotein comprised of three pairs of nonidentical polypeptide chains. Following vascular injury, fibrinogen is cleaved by thrombin to form fibrin which is the most abundant component of blood clots. In addition, various cleavage products of fibrinogen and fibrin regulate cell adhesion and spreading, display vasoconstrictor and chemotactic activities, and are mitogens for several cell types. Mutations in this gene lead to several disorders, including afibrinogenemia, dysfibrinogenemia, hypodysfibrinogenemia and thrombotic tendency. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2014]","Platelet degranulation ; Common Pathway of Fibrin Clot Formation; Integrin cell surface interactions; Integrin alphaIIb beta3 signaling; GRB2:SOS provides linkage to MAPK signaling for Integrins ; p130Cas linkage to MAPK signaling for integrins; MAP2K and MAPK activation; Regulation of TLR by endogenous ligand; Signaling by moderate kinase activity BRAF mutants; Signaling by high-kinase activity BRAF mutants; Signaling by RAS mutants; Signaling by BRAF and RAF fusions; Paradoxical activation of RAF signaling by kinase inactive BRAF","Endogenous ligands|Fibrinogen C domain containing"
"549",7.76642757593057e-15,1.11428673802657,0.455,0.242,1.79218082742174e-10,"18","PRAP1","proline rich acidic protein 1","18, 8","","Not available","",""
"550",8.91069500453355e-15,1.13389644670236,0.355,0.171,2.05623197924616e-10,"18","FGA","fibrinogen alpha chain","18, 8","megakaryocyte","This gene encodes the alpha subunit of the coagulation factor fibrinogen, which is a component of the blood clot. Following vascular injury, the encoded preproprotein is proteolytically processed by thrombin during the conversion of fibrinogen to fibrin. Mutations in this gene lead to several disorders, including dysfibrinogenemia, hypofibrinogenemia, afibrinogenemia and renal amyloidosis. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that undergoes proteolytic processing. [provided by RefSeq, Jan 2016]","Platelet degranulation ; Common Pathway of Fibrin Clot Formation; Integrin cell surface interactions; Integrin alphaIIb beta3 signaling; GRB2:SOS provides linkage to MAPK signaling for Integrins ; p130Cas linkage to MAPK signaling for integrins; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); MAP2K and MAPK activation; Regulation of TLR by endogenous ligand; Signaling by moderate kinase activity BRAF mutants; Signaling by high-kinase activity BRAF mutants; Signaling by RAS mutants; Signaling by BRAF and RAF fusions; Paradoxical activation of RAF signaling by kinase inactive BRAF; Post-translational protein phosphorylation; Amyloid fiber formation","Endogenous ligands|Fibrinogen C domain containing"
"551",0,3.00098762276041,0.885,0.014,0,"19","KLRB1","killer cell lectin like receptor B1","","lymphoid","Natural killer (NK) cells are lymphocytes that mediate cytotoxicity and secrete cytokines after immune stimulation. Several genes of the C-type lectin superfamily, including the rodent NKRP1 family of glycoproteins, are expressed by NK cells and may be involved in the regulation of NK cell function. The KLRB1 protein contains an extracellular domain with several motifs characteristic of C-type lectins, a transmembrane domain, and a cytoplasmic domain. The KLRB1 protein is classified as a type II membrane protein because it has an external C terminus. [provided by RefSeq, Jul 2008]","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","CD molecules|Killer cell lectin like receptors|C-type lectin domain containing"
"552",0,2.80813107295805,0.77,0.005,0,"19","XCL1","X-C motif chemokine ligand 1","","","This antimicrobial gene encodes a member of the chemokine superfamily. Chemokines function in inflammatory and immunological responses, inducing leukocyte migration and activation. The encoded protein is a member of the C-chemokine subfamily, retaining only two of four cysteines conserved in other chemokines, and is thought to be specifically chemotactic for T cells. This gene and a closely related family member are located on the long arm of chromosome 1. [provided by RefSeq, Sep 2014]","Chemokine receptors bind chemokines; G alpha (q) signalling events","Chemokine ligands|Endogenous ligands"
"553",0,2.51403485860972,0.699,0.006,0,"19","XCL2","X-C motif chemokine ligand 2","","","Not available","Chemokine receptors bind chemokines; G alpha (q) signalling events","Chemokine ligands|Endogenous ligands"
"554",0,1.96844814202507,0.522,0.011,0,"19","GZMA","granzyme A","","natural killer cell","Cytolytic T lymphocytes (CTL) and natural killer (NK) cells share the remarkable ability to recognize, bind, and lyse specific target cells. They are thought to protect their host by lysing cells bearing on their surface 'nonself' antigens, usually peptides or proteins resulting from infection by intracellular pathogens. The protein described here is a T cell- and natural killer cell-specific serine protease that may function as a common component necessary for lysis of target cells by cytotoxic T lymphocytes and natural killer cells. [provided by RefSeq, Jul 2008]","","Granule associated serine proteases of immune defence"
"555",0,1.65381182041896,0.743,0.002,0,"19","KLRC1","killer cell lectin like receptor C1","","lymphoid","Natural killer (NK) cells are lymphocytes that can mediate lysis of certain tumor cells and virus-infected cells without previous activation. They can also regulate specific humoral and cell-mediated immunity. The protein encoded by this gene belongs to the killer cell lectin-like receptor family, also called NKG2 family, which is a group of transmembrane proteins preferentially expressed in NK cells. This family of proteins is characterized by the type II membrane orientation and the presence of a C-type lectin domain. This protein forms a complex with another family member, KLRD1/CD94, and has been implicated in the recognition of the MHC class I HLA-E molecules in NK cells. The genes of NKG2 family members form a killer cell lectin-like receptor gene cluster on chromosome 12. Multiple alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jan 2015]","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","CD molecules|Killer cell lectin like receptors|C-type lectin domain containing"
